,edit_count,mean_sentiment,neg_sentiment
2009-07-08,0,0.0,0.0
2009-07-09,0,0.0,0.0
2009-07-10,0,0.0,0.0
2009-07-11,0,0.0,0.0
2009-07-12,0,0.0,0.0
2009-07-13,0,0.0,0.0
2009-07-14,0,0.0,0.0
2009-07-15,0,0.0,0.0
2009-07-16,0,0.0,0.0
2009-07-17,0,0.0,0.0
2009-07-18,0,0.0,0.0
2009-07-19,0,0.0,0.0
2009-07-20,0,0.0,0.0
2009-07-21,0,0.0,0.0
2009-07-22,0,0.0,0.0
2009-07-23,0,0.0,0.0
2009-07-24,0,0.0,0.0
2009-07-25,0,0.0,0.0
2009-07-26,0,0.0,0.0
2009-07-27,0,0.0,0.0
2009-07-28,0,0.0,0.0
2009-07-29,0,0.0,0.0
2009-07-30,0,0.0,0.0
2009-07-31,0,0.0,0.0
2009-08-01,0,0.0,0.0
2009-08-02,0,0.0,0.0
2009-08-03,0,0.0,0.0
2009-08-04,0,0.0,0.0
2009-08-05,1,0.7481208443641663,0.0
2009-08-06,2,0.995745837688446,0.0
2009-08-07,0,0.0,0.0
2009-08-08,0,0.0,0.0
2009-08-09,0,0.0,0.0
2009-08-10,0,0.0,0.0
2009-08-11,0,0.0,0.0
2009-08-12,0,0.0,0.0
2009-08-13,0,0.0,0.0
2009-08-14,1,0.930020809173584,0.0
2009-08-15,0,0.0,0.0
2009-08-16,0,0.0,0.0
2009-08-17,0,0.0,0.0
2009-08-18,0,0.0,0.0
2009-08-19,0,0.0,0.0
2009-08-20,0,0.0,0.0
2009-08-21,0,0.0,0.0
2009-08-22,0,0.0,0.0
2009-08-23,0,0.0,0.0
2009-08-24,0,0.0,0.0
2009-08-25,0,0.0,0.0
2009-08-26,0,0.0,0.0
2009-08-27,0,0.0,0.0
2009-08-28,0,0.0,0.0
2009-08-29,0,0.0,0.0
2009-08-30,0,0.0,0.0
2009-08-31,0,0.0,0.0
2009-09-01,0,0.0,0.0
2009-09-02,0,0.0,0.0
2009-09-03,0,0.0,0.0
2009-09-04,0,0.0,0.0
2009-09-05,0,0.0,0.0
2009-09-06,0,0.0,0.0
2009-09-07,0,0.0,0.0
2009-09-08,0,0.0,0.0
2009-09-09,0,0.0,0.0
2009-09-10,0,0.0,0.0
2009-09-11,0,0.0,0.0
2009-09-12,0,0.0,0.0
2009-09-13,0,0.0,0.0
2009-09-14,0,0.0,0.0
2009-09-15,0,0.0,0.0
2009-09-16,0,0.0,0.0
2009-09-17,0,0.0,0.0
2009-09-18,0,0.0,0.0
2009-09-19,0,0.0,0.0
2009-09-20,0,0.0,0.0
2009-09-21,0,0.0,0.0
2009-09-22,0,0.0,0.0
2009-09-23,0,0.0,0.0
2009-09-24,0,0.0,0.0
2009-09-25,0,0.0,0.0
2009-09-26,0,0.0,0.0
2009-09-27,0,0.0,0.0
2009-09-28,0,0.0,0.0
2009-09-29,0,0.0,0.0
2009-09-30,0,0.0,0.0
2009-10-01,0,0.0,0.0
2009-10-02,0,0.0,0.0
2009-10-03,0,0.0,0.0
2009-10-04,0,0.0,0.0
2009-10-05,0,0.0,0.0
2009-10-06,0,0.0,0.0
2009-10-07,0,0.0,0.0
2009-10-08,0,0.0,0.0
2009-10-09,0,0.0,0.0
2009-10-10,0,0.0,0.0
2009-10-11,0,0.0,0.0
2009-10-12,0,0.0,0.0
2009-10-13,2,-0.2275007963180542,0.5
2009-10-14,0,0.0,0.0
2009-10-15,0,0.0,0.0
2009-10-16,0,0.0,0.0
2009-10-17,0,0.0,0.0
2009-10-18,0,0.0,0.0
2009-10-19,0,0.0,0.0
2009-10-20,0,0.0,0.0
2009-10-21,0,0.0,0.0
2009-10-22,0,0.0,0.0
2009-10-23,0,0.0,0.0
2009-10-24,0,0.0,0.0
2009-10-25,0,0.0,0.0
2009-10-26,0,0.0,0.0
2009-10-27,0,0.0,0.0
2009-10-28,0,0.0,0.0
2009-10-29,0,0.0,0.0
2009-10-30,0,0.0,0.0
2009-10-31,0,0.0,0.0
2009-11-01,0,0.0,0.0
2009-11-02,0,0.0,0.0
2009-11-03,0,0.0,0.0
2009-11-04,0,0.0,0.0
2009-11-05,0,0.0,0.0
2009-11-06,0,0.0,0.0
2009-11-07,0,0.0,0.0
2009-11-08,0,0.0,0.0
2009-11-09,0,0.0,0.0
2009-11-10,0,0.0,0.0
2009-11-11,0,0.0,0.0
2009-11-12,0,0.0,0.0
2009-11-13,0,0.0,0.0
2009-11-14,0,0.0,0.0
2009-11-15,0,0.0,0.0
2009-11-16,0,0.0,0.0
2009-11-17,0,0.0,0.0
2009-11-18,1,0.8839504718780518,0.0
2009-11-19,0,0.0,0.0
2009-11-20,0,0.0,0.0
2009-11-21,0,0.0,0.0
2009-11-22,0,0.0,0.0
2009-11-23,0,0.0,0.0
2009-11-24,0,0.0,0.0
2009-11-25,0,0.0,0.0
2009-11-26,0,0.0,0.0
2009-11-27,0,0.0,0.0
2009-11-28,0,0.0,0.0
2009-11-29,0,0.0,0.0
2009-11-30,0,0.0,0.0
2009-12-01,0,0.0,0.0
2009-12-02,0,0.0,0.0
2009-12-03,0,0.0,0.0
2009-12-04,0,0.0,0.0
2009-12-05,0,0.0,0.0
2009-12-06,0,0.0,0.0
2009-12-07,0,0.0,0.0
2009-12-08,1,-0.9869275689125061,1.0
2009-12-09,0,0.0,0.0
2009-12-10,0,0.0,0.0
2009-12-11,0,0.0,0.0
2009-12-12,0,0.0,0.0
2009-12-13,0,0.0,0.0
2009-12-14,0,0.0,0.0
2009-12-15,0,0.0,0.0
2009-12-16,0,0.0,0.0
2009-12-17,1,-0.9975171089172363,1.0
2009-12-18,0,0.0,0.0
2009-12-19,0,0.0,0.0
2009-12-20,0,0.0,0.0
2009-12-21,0,0.0,0.0
2009-12-22,0,0.0,0.0
2009-12-23,0,0.0,0.0
2009-12-24,0,0.0,0.0
2009-12-25,0,0.0,0.0
2009-12-26,0,0.0,0.0
2009-12-27,0,0.0,0.0
2009-12-28,0,0.0,0.0
2009-12-29,0,0.0,0.0
2009-12-30,0,0.0,0.0
2009-12-31,0,0.0,0.0
2010-01-01,0,0.0,0.0
2010-01-02,0,0.0,0.0
2010-01-03,0,0.0,0.0
2010-01-04,0,0.0,0.0
2010-01-05,0,0.0,0.0
2010-01-06,0,0.0,0.0
2010-01-07,0,0.0,0.0
2010-01-08,0,0.0,0.0
2010-01-09,0,0.0,0.0
2010-01-10,0,0.0,0.0
2010-01-11,0,0.0,0.0
2010-01-12,0,0.0,0.0
2010-01-13,0,0.0,0.0
2010-01-14,0,0.0,0.0
2010-01-15,0,0.0,0.0
2010-01-16,0,0.0,0.0
2010-01-17,0,0.0,0.0
2010-01-18,0,0.0,0.0
2010-01-19,0,0.0,0.0
2010-01-20,0,0.0,0.0
2010-01-21,0,0.0,0.0
2010-01-22,0,0.0,0.0
2010-01-23,0,0.0,0.0
2010-01-24,0,0.0,0.0
2010-01-25,0,0.0,0.0
2010-01-26,0,0.0,0.0
2010-01-27,0,0.0,0.0
2010-01-28,0,0.0,0.0
2010-01-29,0,0.0,0.0
2010-01-30,0,0.0,0.0
2010-01-31,0,0.0,0.0
2010-02-01,0,0.0,0.0
2010-02-02,0,0.0,0.0
2010-02-03,0,0.0,0.0
2010-02-04,0,0.0,0.0
2010-02-05,0,0.0,0.0
2010-02-06,0,0.0,0.0
2010-02-07,0,0.0,0.0
2010-02-08,0,0.0,0.0
2010-02-09,0,0.0,0.0
2010-02-10,0,0.0,0.0
2010-02-11,0,0.0,0.0
2010-02-12,0,0.0,0.0
2010-02-13,0,0.0,0.0
2010-02-14,0,0.0,0.0
2010-02-15,0,0.0,0.0
2010-02-16,0,0.0,0.0
2010-02-17,0,0.0,0.0
2010-02-18,0,0.0,0.0
2010-02-19,0,0.0,0.0
2010-02-20,0,0.0,0.0
2010-02-21,0,0.0,0.0
2010-02-22,0,0.0,0.0
2010-02-23,1,-0.9994946718215942,1.0
2010-02-24,0,0.0,0.0
2010-02-25,0,0.0,0.0
2010-02-26,0,0.0,0.0
2010-02-27,0,0.0,0.0
2010-02-28,0,0.0,0.0
2010-03-01,0,0.0,0.0
2010-03-02,0,0.0,0.0
2010-03-03,0,0.0,0.0
2010-03-04,0,0.0,0.0
2010-03-05,0,0.0,0.0
2010-03-06,0,0.0,0.0
2010-03-07,0,0.0,0.0
2010-03-08,0,0.0,0.0
2010-03-09,0,0.0,0.0
2010-03-10,0,0.0,0.0
2010-03-11,0,0.0,0.0
2010-03-12,0,0.0,0.0
2010-03-13,0,0.0,0.0
2010-03-14,0,0.0,0.0
2010-03-15,0,0.0,0.0
2010-03-16,0,0.0,0.0
2010-03-17,0,0.0,0.0
2010-03-18,1,0.8758771419525146,0.0
2010-03-19,0,0.0,0.0
2010-03-20,0,0.0,0.0
2010-03-21,0,0.0,0.0
2010-03-22,0,0.0,0.0
2010-03-23,0,0.0,0.0
2010-03-24,0,0.0,0.0
2010-03-25,0,0.0,0.0
2010-03-26,0,0.0,0.0
2010-03-27,0,0.0,0.0
2010-03-28,0,0.0,0.0
2010-03-29,0,0.0,0.0
2010-03-30,0,0.0,0.0
2010-03-31,0,0.0,0.0
2010-04-01,0,0.0,0.0
2010-04-02,0,0.0,0.0
2010-04-03,0,0.0,0.0
2010-04-04,0,0.0,0.0
2010-04-05,0,0.0,0.0
2010-04-06,0,0.0,0.0
2010-04-07,0,0.0,0.0
2010-04-08,0,0.0,0.0
2010-04-09,0,0.0,0.0
2010-04-10,0,0.0,0.0
2010-04-11,0,0.0,0.0
2010-04-12,0,0.0,0.0
2010-04-13,4,0.8443556129932404,0.0
2010-04-14,0,0.0,0.0
2010-04-15,8,0.5781013295054436,0.125
2010-04-16,0,0.0,0.0
2010-04-17,0,0.0,0.0
2010-04-18,0,0.0,0.0
2010-04-19,0,0.0,0.0
2010-04-20,0,0.0,0.0
2010-04-21,0,0.0,0.0
2010-04-22,0,0.0,0.0
2010-04-23,0,0.0,0.0
2010-04-24,0,0.0,0.0
2010-04-25,0,0.0,0.0
2010-04-26,0,0.0,0.0
2010-04-27,0,0.0,0.0
2010-04-28,2,-0.1209430992603302,0.5
2010-04-29,0,0.0,0.0
2010-04-30,0,0.0,0.0
2010-05-01,0,0.0,0.0
2010-05-02,0,0.0,0.0
2010-05-03,0,0.0,0.0
2010-05-04,0,0.0,0.0
2010-05-05,0,0.0,0.0
2010-05-06,0,0.0,0.0
2010-05-07,0,0.0,0.0
2010-05-08,0,0.0,0.0
2010-05-09,0,0.0,0.0
2010-05-10,0,0.0,0.0
2010-05-11,0,0.0,0.0
2010-05-12,0,0.0,0.0
2010-05-13,1,-0.9664838314056396,1.0
2010-05-14,0,0.0,0.0
2010-05-15,0,0.0,0.0
2010-05-16,0,0.0,0.0
2010-05-17,0,0.0,0.0
2010-05-18,0,0.0,0.0
2010-05-19,0,0.0,0.0
2010-05-20,0,0.0,0.0
2010-05-21,0,0.0,0.0
2010-05-22,0,0.0,0.0
2010-05-23,0,0.0,0.0
2010-05-24,0,0.0,0.0
2010-05-25,0,0.0,0.0
2010-05-26,0,0.0,0.0
2010-05-27,0,0.0,0.0
2010-05-28,0,0.0,0.0
2010-05-29,0,0.0,0.0
2010-05-30,0,0.0,0.0
2010-05-31,0,0.0,0.0
2010-06-01,0,0.0,0.0
2010-06-02,0,0.0,0.0
2010-06-03,0,0.0,0.0
2010-06-04,0,0.0,0.0
2010-06-05,0,0.0,0.0
2010-06-06,0,0.0,0.0
2010-06-07,0,0.0,0.0
2010-06-08,0,0.0,0.0
2010-06-09,0,0.0,0.0
2010-06-10,0,0.0,0.0
2010-06-11,0,0.0,0.0
2010-06-12,0,0.0,0.0
2010-06-13,0,0.0,0.0
2010-06-14,0,0.0,0.0
2010-06-15,0,0.0,0.0
2010-06-16,0,0.0,0.0
2010-06-17,2,0.995745837688446,0.0
2010-06-18,9,0.35891875955793595,0.3333333333333333
2010-06-19,1,0.9875591397285461,0.0
2010-06-20,3,0.9683796962102255,0.0
2010-06-21,7,0.6157867397580828,0.14285714285714285
2010-06-22,0,0.0,0.0
2010-06-23,4,0.8549632579088211,0.0
2010-06-24,0,0.0,0.0
2010-06-25,0,0.0,0.0
2010-06-26,0,0.0,0.0
2010-06-27,0,0.0,0.0
2010-06-28,4,0.2831640839576721,0.25
2010-06-29,1,0.7481208443641663,0.0
2010-06-30,0,0.0,0.0
2010-07-01,0,0.0,0.0
2010-07-02,0,0.0,0.0
2010-07-03,0,0.0,0.0
2010-07-04,0,0.0,0.0
2010-07-05,1,0.9360668659210205,0.0
2010-07-06,0,0.0,0.0
2010-07-07,2,-0.15275698900222778,0.5
2010-07-08,2,0.019024938344955444,0.5
2010-07-09,1,-0.9049853682518005,1.0
2010-07-10,0,0.0,0.0
2010-07-11,13,0.32116175156373244,0.3076923076923077
2010-07-12,9,-0.28779974910948014,0.6666666666666666
2010-07-13,4,0.8065185099840164,0.0
2010-07-14,4,-0.06081320345401764,0.5
2010-07-15,4,-0.8949348479509354,1.0
2010-07-16,6,0.9474905629952749,0.0
2010-07-17,0,0.0,0.0
2010-07-18,2,-0.19054418802261353,0.5
2010-07-19,4,0.8687809705734253,0.0
2010-07-20,0,0.0,0.0
2010-07-21,17,-0.5357090550310472,0.7647058823529411
2010-07-22,1,-0.9933270215988159,1.0
2010-07-23,0,0.0,0.0
2010-07-24,0,0.0,0.0
2010-07-25,4,-0.06201562285423279,0.5
2010-07-26,0,0.0,0.0
2010-07-27,0,0.0,0.0
2010-07-28,0,0.0,0.0
2010-07-29,3,0.3377017378807068,0.3333333333333333
2010-07-30,0,0.0,0.0
2010-07-31,0,0.0,0.0
2010-08-01,0,0.0,0.0
2010-08-02,0,0.0,0.0
2010-08-03,3,-0.9907000064849854,1.0
2010-08-04,0,0.0,0.0
2010-08-05,0,0.0,0.0
2010-08-06,0,0.0,0.0
2010-08-07,0,0.0,0.0
2010-08-08,0,0.0,0.0
2010-08-09,0,0.0,0.0
2010-08-10,0,0.0,0.0
2010-08-11,0,0.0,0.0
2010-08-12,9,0.2590401768684387,0.3333333333333333
2010-08-13,0,0.0,0.0
2010-08-14,1,-0.9994552731513977,1.0
2010-08-15,0,0.0,0.0
2010-08-16,0,0.0,0.0
2010-08-17,0,0.0,0.0
2010-08-18,1,-0.999642014503479,1.0
2010-08-19,0,0.0,0.0
2010-08-20,0,0.0,0.0
2010-08-21,1,-0.9951969981193542,1.0
2010-08-22,0,0.0,0.0
2010-08-23,0,0.0,0.0
2010-08-24,0,0.0,0.0
2010-08-25,0,0.0,0.0
2010-08-26,0,0.0,0.0
2010-08-27,0,0.0,0.0
2010-08-28,0,0.0,0.0
2010-08-29,0,0.0,0.0
2010-08-30,0,0.0,0.0
2010-08-31,0,0.0,0.0
2010-09-01,0,0.0,0.0
2010-09-02,0,0.0,0.0
2010-09-03,0,0.0,0.0
2010-09-04,0,0.0,0.0
2010-09-05,0,0.0,0.0
2010-09-06,0,0.0,0.0
2010-09-07,0,0.0,0.0
2010-09-08,0,0.0,0.0
2010-09-09,0,0.0,0.0
2010-09-10,0,0.0,0.0
2010-09-11,0,0.0,0.0
2010-09-12,0,0.0,0.0
2010-09-13,0,0.0,0.0
2010-09-14,0,0.0,0.0
2010-09-15,0,0.0,0.0
2010-09-16,0,0.0,0.0
2010-09-17,0,0.0,0.0
2010-09-18,0,0.0,0.0
2010-09-19,0,0.0,0.0
2010-09-20,1,-0.9341223239898682,1.0
2010-09-21,0,0.0,0.0
2010-09-22,0,0.0,0.0
2010-09-23,0,0.0,0.0
2010-09-24,0,0.0,0.0
2010-09-25,0,0.0,0.0
2010-09-26,2,-0.9957654178142548,1.0
2010-09-27,2,-0.9451581537723541,1.0
2010-09-28,0,0.0,0.0
2010-09-29,1,-0.9989383816719055,1.0
2010-09-30,0,0.0,0.0
2010-10-01,0,0.0,0.0
2010-10-02,1,-0.9153560996055603,1.0
2010-10-03,0,0.0,0.0
2010-10-04,0,0.0,0.0
2010-10-05,1,-0.994151771068573,1.0
2010-10-06,0,0.0,0.0
2010-10-07,0,0.0,0.0
2010-10-08,0,0.0,0.0
2010-10-09,0,0.0,0.0
2010-10-10,0,0.0,0.0
2010-10-11,0,0.0,0.0
2010-10-12,0,0.0,0.0
2010-10-13,0,0.0,0.0
2010-10-14,0,0.0,0.0
2010-10-15,0,0.0,0.0
2010-10-16,0,0.0,0.0
2010-10-17,0,0.0,0.0
2010-10-18,0,0.0,0.0
2010-10-19,1,0.6267781257629395,0.0
2010-10-20,0,0.0,0.0
2010-10-21,0,0.0,0.0
2010-10-22,0,0.0,0.0
2010-10-23,0,0.0,0.0
2010-10-24,0,0.0,0.0
2010-10-25,0,0.0,0.0
2010-10-26,0,0.0,0.0
2010-10-27,0,0.0,0.0
2010-10-28,0,0.0,0.0
2010-10-29,0,0.0,0.0
2010-10-30,0,0.0,0.0
2010-10-31,0,0.0,0.0
2010-11-01,0,0.0,0.0
2010-11-02,0,0.0,0.0
2010-11-03,0,0.0,0.0
2010-11-04,0,0.0,0.0
2010-11-05,0,0.0,0.0
2010-11-06,0,0.0,0.0
2010-11-07,0,0.0,0.0
2010-11-08,0,0.0,0.0
2010-11-09,0,0.0,0.0
2010-11-10,1,0.9957578778266907,0.0
2010-11-11,1,-0.9928996562957764,1.0
2010-11-12,0,0.0,0.0
2010-11-13,0,0.0,0.0
2010-11-14,0,0.0,0.0
2010-11-15,0,0.0,0.0
2010-11-16,0,0.0,0.0
2010-11-17,0,0.0,0.0
2010-11-18,0,0.0,0.0
2010-11-19,0,0.0,0.0
2010-11-20,0,0.0,0.0
2010-11-21,0,0.0,0.0
2010-11-22,0,0.0,0.0
2010-11-23,0,0.0,0.0
2010-11-24,0,0.0,0.0
2010-11-25,1,-0.9625310301780701,1.0
2010-11-26,3,-0.29696085055669147,0.6666666666666666
2010-11-27,0,0.0,0.0
2010-11-28,1,-0.9982038736343384,1.0
2010-11-29,0,0.0,0.0
2010-11-30,0,0.0,0.0
2010-12-01,1,0.9957578778266907,0.0
2010-12-02,0,0.0,0.0
2010-12-03,0,0.0,0.0
2010-12-04,0,0.0,0.0
2010-12-05,3,0.2574625213940938,0.3333333333333333
2010-12-06,0,0.0,0.0
2010-12-07,0,0.0,0.0
2010-12-08,0,0.0,0.0
2010-12-09,0,0.0,0.0
2010-12-10,15,0.3634859323501587,0.26666666666666666
2010-12-11,50,0.22862040042877196,0.32
2010-12-12,17,-0.3360810946015751,0.6470588235294118
2010-12-13,12,-0.8279572228590647,0.9166666666666666
2010-12-14,49,-0.355975654660439,0.6938775510204082
2010-12-15,19,-0.15530418094835782,0.5789473684210527
2010-12-16,11,-0.6393263936042786,0.8181818181818182
2010-12-17,4,-0.8237834125757217,1.0
2010-12-18,2,-0.9995501041412354,1.0
2010-12-19,5,-0.836007022857666,1.0
2010-12-20,22,-0.2894133979623968,0.6363636363636364
2010-12-21,27,-0.37999641674536244,0.6666666666666666
2010-12-22,25,-0.45613205909729004,0.72
2010-12-23,2,0.9408825039863586,0.0
2010-12-24,1,-0.9991777539253235,1.0
2010-12-25,0,0.0,0.0
2010-12-26,0,0.0,0.0
2010-12-27,0,0.0,0.0
2010-12-28,0,0.0,0.0
2010-12-29,0,0.0,0.0
2010-12-30,0,0.0,0.0
2010-12-31,0,0.0,0.0
2011-01-01,1,0.9105640649795532,0.0
2011-01-02,0,0.0,0.0
2011-01-03,0,0.0,0.0
2011-01-04,0,0.0,0.0
2011-01-05,0,0.0,0.0
2011-01-06,1,-0.9996631145477295,1.0
2011-01-07,3,0.1684613823890686,0.3333333333333333
2011-01-08,0,0.0,0.0
2011-01-09,0,0.0,0.0
2011-01-10,4,-0.06684882938861847,0.5
2011-01-11,2,-0.9993845224380493,1.0
2011-01-12,0,0.0,0.0
2011-01-13,0,0.0,0.0
2011-01-14,2,-0.1786552369594574,0.5
2011-01-15,0,0.0,0.0
2011-01-16,10,-0.3019543349742889,0.6
2011-01-17,8,-0.06488821655511856,0.5
2011-01-18,0,0.0,0.0
2011-01-19,0,0.0,0.0
2011-01-20,1,-0.6644992232322693,1.0
2011-01-21,6,-0.09091729919115703,0.5
2011-01-22,1,-0.9456275105476379,1.0
2011-01-23,0,0.0,0.0
2011-01-24,4,-0.4781826138496399,0.75
2011-01-25,1,-0.5590020418167114,1.0
2011-01-26,1,-0.9716882705688477,1.0
2011-01-27,0,0.0,0.0
2011-01-28,0,0.0,0.0
2011-01-29,2,-0.7818922996520996,1.0
2011-01-30,0,0.0,0.0
2011-01-31,1,-0.9942212104797363,1.0
2011-02-01,3,-0.9960161050160726,1.0
2011-02-02,0,0.0,0.0
2011-02-03,0,0.0,0.0
2011-02-04,1,-0.9996967315673828,1.0
2011-02-05,2,-0.9946050941944122,1.0
2011-02-06,6,-0.692541221777598,0.8333333333333334
2011-02-07,0,0.0,0.0
2011-02-08,0,0.0,0.0
2011-02-09,0,0.0,0.0
2011-02-10,8,-0.3353153392672539,0.625
2011-02-11,8,0.39717742055654526,0.25
2011-02-12,5,-0.5781580328941345,0.8
2011-02-13,2,-0.760368674993515,1.0
2011-02-14,2,-0.9968923032283783,1.0
2011-02-15,3,-0.41021573543548584,0.6666666666666666
2011-02-16,0,0.0,0.0
2011-02-17,4,-0.08251085877418518,0.5
2011-02-18,4,-0.8350164294242859,1.0
2011-02-19,0,0.0,0.0
2011-02-20,1,-0.9961812496185303,1.0
2011-02-21,0,0.0,0.0
2011-02-22,0,0.0,0.0
2011-02-23,5,0.09343544244766236,0.4
2011-02-24,1,0.9833250045776367,0.0
2011-02-25,5,-0.5711944222450256,0.8
2011-02-26,2,0.8703857660293579,0.0
2011-02-27,0,0.0,0.0
2011-02-28,2,0.20266097784042358,0.5
2011-03-01,1,0.8048117160797119,0.0
2011-03-02,0,0.0,0.0
2011-03-03,0,0.0,0.0
2011-03-04,2,0.8691599071025848,0.0
2011-03-05,0,0.0,0.0
2011-03-06,0,0.0,0.0
2011-03-07,6,-0.03756417830785116,0.5
2011-03-08,4,-0.5860640704631805,0.75
2011-03-09,0,0.0,0.0
2011-03-10,0,0.0,0.0
2011-03-11,3,0.29068638881047565,0.3333333333333333
2011-03-12,1,-0.9923986792564392,1.0
2011-03-13,1,-0.6153934001922607,1.0
2011-03-14,2,-0.9953401684761047,1.0
2011-03-15,1,-0.9711605310440063,1.0
2011-03-16,0,0.0,0.0
2011-03-17,1,-0.9251039624214172,1.0
2011-03-18,2,-0.05015981197357178,0.5
2011-03-19,1,-0.9962666630744934,1.0
2011-03-20,5,-0.592511510848999,0.8
2011-03-21,1,0.8048117160797119,0.0
2011-03-22,1,0.8048117160797119,0.0
2011-03-23,4,-0.49070805311203003,0.75
2011-03-24,1,-0.9965630173683167,1.0
2011-03-25,8,-0.3314575329422951,0.625
2011-03-26,4,-0.12413480877876282,0.5
2011-03-27,0,0.0,0.0
2011-03-28,3,-0.397862176100413,0.6666666666666666
2011-03-29,5,-0.21896153688430786,0.6
2011-03-30,1,0.8153411149978638,0.0
2011-03-31,0,0.0,0.0
2011-04-01,0,0.0,0.0
2011-04-02,4,-0.5029854029417038,0.75
2011-04-03,0,0.0,0.0
2011-04-04,4,0.3119431883096695,0.25
2011-04-05,1,-0.9985226988792419,1.0
2011-04-06,7,0.3393148354121617,0.2857142857142857
2011-04-07,0,0.0,0.0
2011-04-08,0,0.0,0.0
2011-04-09,2,0.009099960327148438,0.5
2011-04-10,0,0.0,0.0
2011-04-11,5,-0.2582440137863159,0.6
2011-04-12,10,0.27081130146980287,0.3
2011-04-13,5,-0.640259039402008,0.8
2011-04-14,7,-0.49997247968401226,0.7142857142857143
2011-04-15,0,0.0,0.0
